topic,term,beta,decade,topic_name
1,literacy,0.022358985,d3_1990-1999,Family and community literacy
1,children,0.017101205,d3_1990-1999,Family and community literacy
1,school,0.014650783,d3_1990-1999,Family and community literacy
1,parents,0.0107913,d3_1990-1999,Family and community literacy
1,home,0.008631373,d3_1990-1999,Family and community literacy
1,students,0.008006933,d3_1990-1999,Family and community literacy
1,family,0.006775468,d3_1990-1999,Family and community literacy
1,writing,0.006338625,d3_1990-1999,Family and community literacy
1,social,0.006117745,d3_1990-1999,Family and community literacy
1,reading,0.005645565,d3_1990-1999,Family and community literacy
1,language,0.005569905,d3_1990-1999,Family and community literacy
1,child,0.005388531,d3_1990-1999,Family and community literacy
1,learning,0.005321555,d3_1990-1999,Family and community literacy
1,classroom,0.005274277,d3_1990-1999,Family and community literacy
1,read,0.004727297,d3_1990-1999,Family and community literacy
1,class,0.004375546,d3_1990-1999,Family and community literacy
1,english,0.004216445,d3_1990-1999,Family and community literacy
1,study,0.003816946,d3_1990-1999,Family and community literacy
1,teachers,0.003536669,d3_1990-1999,Family and community literacy
1,own,0.003500534,d3_1990-1999,Family and community literacy
1,families,0.00316763,d3_1990-1999,Family and community literacy
1,mother,0.003161013,d3_1990-1999,Family and community literacy
1,development,0.003142443,d3_1990-1999,Family and community literacy
1,help,0.003132763,d3_1990-1999,Family and community literacy
1,experiences,0.003131421,d3_1990-1999,Family and community literacy
1,research,0.003078641,d3_1990-1999,Family and community literacy
1,cultural,0.003029545,d3_1990-1999,Family and community literacy
1,parent,0.003021862,d3_1990-1999,Family and community literacy
1,activities,0.003006963,d3_1990-1999,Family and community literacy
1,time,0.002944259,d3_1990-1999,Family and community literacy
2,literacy,0.011616414,d3_1990-1999,Literacy as social practice
2,social,0.007410071,d3_1990-1999,Literacy as social practice
2,education,0.006534165,d3_1990-1999,Literacy as social practice
2,research,0.005460132,d3_1990-1999,Literacy as social practice
2,children,0.005446338,d3_1990-1999,Literacy as social practice
2,school,0.00532124,d3_1990-1999,Literacy as social practice
2,american,0.004923996,d3_1990-1999,Literacy as social practice
2,critical,0.004711393,d3_1990-1999,Literacy as social practice
2,cultural,0.004348782,d3_1990-1999,Literacy as social practice
2,practices,0.004071246,d3_1990-1999,Literacy as social practice
2,class,0.003748713,d3_1990-1999,Literacy as social practice
2,york,0.003669505,d3_1990-1999,Literacy as social practice
2,schools,0.003625349,d3_1990-1999,Literacy as social practice
2,educational,0.003503243,d3_1990-1999,Literacy as social practice
2,gender,0.003446229,d3_1990-1999,Literacy as social practice
2,press,0.003444447,d3_1990-1999,Literacy as social practice
2,power,0.003379209,d3_1990-1999,Literacy as social practice
2,own,0.003009296,d3_1990-1999,Literacy as social practice
2,standards,0.003000912,d3_1990-1999,Literacy as social practice
2,people,0.002791969,d3_1990-1999,Literacy as social practice
2,african,0.00278916,d3_1990-1999,Literacy as social practice
2,university,0.002758166,d3_1990-1999,Literacy as social practice
2,knowledge,0.002709946,d3_1990-1999,Literacy as social practice
2,community,0.002606283,d3_1990-1999,Literacy as social practice
2,world,0.002598271,d3_1990-1999,Literacy as social practice
2,reading,0.00244069,d3_1990-1999,Literacy as social practice
2,life,0.002439446,d3_1990-1999,Literacy as social practice
2,culture,0.002374516,d3_1990-1999,Literacy as social practice
2,practice,0.002352028,d3_1990-1999,Literacy as social practice
2,teachers,0.002308841,d3_1990-1999,Literacy as social practice
3,text,0.031881723,d3_1990-1999,Reading strategies
3,reading,0.017836405,d3_1990-1999,Reading strategies
3,comprehension,0.011148745,d3_1990-1999,Reading strategies
3,information,0.010770453,d3_1990-1999,Reading strategies
3,knowledge,0.010616998,d3_1990-1999,Reading strategies
3,readers,0.010298114,d3_1990-1999,Reading strategies
3,students,0.009767372,d3_1990-1999,Reading strategies
3,passage,0.00795127,d3_1990-1999,Reading strategies
3,subjects,0.00773649,d3_1990-1999,Reading strategies
3,texts,0.006515446,d3_1990-1999,Reading strategies
3,study,0.006333593,d3_1990-1999,Reading strategies
3,research,0.006153609,d3_1990-1999,Reading strategies
3,recall,0.005659682,d3_1990-1999,Reading strategies
3,expository,0.005043966,d3_1990-1999,Reading strategies
3,questions,0.005016018,d3_1990-1999,Reading strategies
3,read,0.004889183,d3_1990-1999,Reading strategies
3,passages,0.004688233,d3_1990-1999,Reading strategies
3,structure,0.004517632,d3_1990-1999,Reading strategies
