topic,term,beta,decade,topic_name
1,cloze,0.019242609,d2_1980-1989,"Testing, word/sentence level"
1,reading,0.013041033,d2_1980-1989,"Testing, word/sentence level"
1,subjects,0.010283127,d2_1980-1989,"Testing, word/sentence level"
1,words,0.009656176,d2_1980-1989,"Testing, word/sentence level"
1,test,0.009275552,d2_1980-1989,"Testing, word/sentence level"
1,study,0.007673128,d2_1980-1989,"Testing, word/sentence level"
1,word,0.007458423,d2_1980-1989,"Testing, word/sentence level"
1,performance,0.006033871,d2_1980-1989,"Testing, word/sentence level"
1,passage,0.005865301,d2_1980-1989,"Testing, word/sentence level"
1,sentence,0.005763298,d2_1980-1989,"Testing, word/sentence level"
1,items,0.005677147,d2_1980-1989,"Testing, word/sentence level"
1,results,0.005314874,d2_1980-1989,"Testing, word/sentence level"
1,comprehension,0.005127253,d2_1980-1989,"Testing, word/sentence level"
1,responses,0.005116401,d2_1980-1989,"Testing, word/sentence level"
1,task,0.004410819,d2_1980-1989,"Testing, word/sentence level"
1,sentences,0.004332868,d2_1980-1989,"Testing, word/sentence level"
1,tests,0.004019539,d2_1980-1989,"Testing, word/sentence level"
1,readers,0.004004183,d2_1980-1989,"Testing, word/sentence level"
1,correct,0.00388713,d2_1980-1989,"Testing, word/sentence level"
1,scores,0.003778877,d2_1980-1989,"Testing, word/sentence level"
1,item,0.003768359,d2_1980-1989,"Testing, word/sentence level"
1,type,0.003730959,d2_1980-1989,"Testing, word/sentence level"
1,response,0.003671158,d2_1980-1989,"Testing, word/sentence level"
1,time,0.003461051,d2_1980-1989,"Testing, word/sentence level"
1,students,0.003458029,d2_1980-1989,"Testing, word/sentence level"
1,significant,0.003354751,d2_1980-1989,"Testing, word/sentence level"
1,procedure,0.003280381,d2_1980-1989,"Testing, word/sentence level"
1,information,0.003191779,d2_1980-1989,"Testing, word/sentence level"
1,analysis,0.00315644,d2_1980-1989,"Testing, word/sentence level"
1,form,0.003068054,d2_1980-1989,"Testing, word/sentence level"
2,reading,0.015962221,d2_1980-1989,Research and theory
