topic,term,beta,decade
1,literacy,0.0397137612650124,d5_2010-2019
1,reading,0.007953295767244167,d5_2010-2019
1,education,0.007447093458534698,d5_2010-2019
1,family,0.006860039912417385,d5_2010-2019
1,adult,0.006754324303449126,d5_2010-2019
1,school,0.006725125622407614,d5_2010-2019
1,research,0.006352042095946175,d5_2010-2019
1,children,0.0063278345563593475,d5_2010-2019
1,practices,0.006198311773244693,d5_2010-2019
1,participants,0.005528324728091156,d5_2010-2019
1,study,0.004884159531584334,d5_2010-2019
1,educational,0.0046689086403007415,d5_2010-2019
1,parents,0.0045666050128489,d5_2010-2019
1,social,0.004497296250167739,d5_2010-2019
1,data,0.004264187689848028,d5_2010-2019
1,time,0.0041969692538178106,d5_2010-2019
1,adults,0.0038273077675627875,d5_2010-2019
1,technology,0.003825352303905274,d5_2010-2019
1,life,0.003683390996752862,d5_2010-2019
1,skills,0.0036719824560239238,d5_2010-2019
1,literacies,0.0036225760380615966,d5_2010-2019
1,internet,0.00361221947836929,d5_2010-2019
1,read,0.0034364510369429982,d5_2010-2019
1,activities,0.0034058751594440656,d5_2010-2019
1,white,0.003377304062862069,d5_2010-2019
1,information,0.003348382417771203,d5_2010-2019
1,language,0.0032980520131260754,d5_2010-2019
1,gap,0.0032044523297800314,d5_2010-2019
1,national,0.0031905732349035943,d5_2010-2019
1,families,0.0031037655465245206,d5_2010-2019
2,students,0.02295760823193495,d5_2010-2019
2,teachers,0.017811726258616274,d5_2010-2019
2,literacy,0.011565260981288388,d5_2010-2019
2,teacher,0.011202367397769872,d5_2010-2019
2,writing,0.011135454740219165,d5_2010-2019
2,research,0.01071864796125882,d5_2010-2019
2,instruction,0.009942255813488345,d5_2010-2019
2,reading,0.008421823392854457,d5_2010-2019
2,learning,0.008323256293084204,d5_2010-2019
2,teaching,0.008130288171360767,d5_2010-2019
2,student,0.006910546519564463,d5_2010-2019
2,content,0.006607467282788708,d5_2010-2019
2,science,0.005685533490255766,d5_2010-2019
2,study,0.005330535789709354,d5_2010-2019
2,school,0.004870071970218777,d5_2010-2019
2,studies,0.00432502622063579,d5_2010-2019
2,classroom,0.00422890749442776,d5_2010-2019
2,data,0.004049886456152554,d5_2010-2019
2,disciplinary,0.003964111608188792,d5_2010-2019
2,education,0.0037770378611350695,d5_2010-2019
2,based,0.0036845991557851944,d5_2010-2019
2,instructional,0.0034529038018697587,d5_2010-2019
2,knowledge,0.0034482306759628578,d5_2010-2019
2,texts,0.0033762321263577054,d5_2010-2019
2,mathematics,0.003314620282170341,d5_2010-2019
