topic,term,beta,decade
1,reading,0.04041364850931754,d1_1969-1979
1,rate,0.013895641458599067,d1_1969-1979
1,test,0.011684437352926307,d1_1969-1979
1,readers,0.010600208080051972,d1_1969-1979
1,read,0.010067468231806775,d1_1969-1979
1,words,0.009904413190063587,d1_1969-1979
1,time,0.008751661151309802,d1_1969-1979
1,passage,0.008644462750875173,d1_1969-1979
1,passages,0.007633170184145071,d1_1969-1979
1,word,0.00750095620602954,d1_1969-1979
1,difficulty,0.0067496001309206135,d1_1969-1979
1,speed,0.006222860720415267,d1_1969-1979
1,information,0.0057873432226668835,d1_1969-1979
1,material,0.005676903603864852,d1_1969-1979
1,comprehension,0.0056043368068207835,d1_1969-1979
1,reader,0.00494595506551643,d1_1969-1979
1,flexibility,0.004892417674032203,d1_1969-1979
1,research,0.004712626864782742,d1_1969-1979
1,level,0.004521815508475255,d1_1969-1979
1,eye,0.004464720750999597,d1_1969-1979
1,students,0.004432960383601434,d1_1969-1979
1,results,0.004365017873792509,d1_1969-1979
1,subjects,0.004320416670068301,d1_1969-1979
1,carver,0.004262927632333568,d1_1969-1979
1,materials,0.003961251057794222,d1_1969-1979
1,prose,0.0037740212082087122,d1_1969-1979
1,subject,0.0037204050620409995,d1_1969-1979
1,scanning,0.003455367944752079,d1_1969-1979
1,questions,0.0033429112482945473,d1_1969-1979
1,type,0.0031571989349162438,d1_1969-1979
2,reading,0.0406338732317818,d1_1969-1979
2,factor,0.017711133943519718,d1_1969-1979
2,test,0.017010867008535165,d1_1969-1979
2,comprehension,0.015804293221760517,d1_1969-1979
2,tests,0.012569902565633891,d1_1969-1979
2,analysis,0.007823098368025505,d1_1969-1979
2,factors,0.007820371184950636,d1_1969-1979
2,variables,0.00759299624536242,d1_1969-1979
2,ability,0.007415084009723957,d1_1969-1979
2,research,0.006424924215016329,d1_1969-1979
2,critical,0.00608258094965762,d1_1969-1979
2,variance,0.005256757143076615,d1_1969-1979
2,study,0.005145291629897332,d1_1969-1979
2,skills,0.005142628688511302,d1_1969-1979
2,correlations,0.005033138646273609,d1_1969-1979
2,grade,0.004589065601511947,d1_1969-1979
2,measures,0.0042565786913849315,d1_1969-1979
2,scores,0.00409887744886292,d1_1969-1979
2,thinking,0.004080899791128198,d1_1969-1979
2,data,0.0040467830830732505,d1_1969-1979
2,table,0.004033792450970172,d1_1969-1979
2,vocabulary,0.00396953520533876,d1_1969-1979
2,items,0.003958809515469546,d1_1969-1979
2,level,0.003946728139999497,d1_1969-1979
2,verbal,0.0038852047404239064,d1_1969-1979
2,variable,0.0037884554291629704,d1_1969-1979
2,subtests,0.0037879201678833138,d1_1969-1979
2,correlation,0.003709374906129387,d1_1969-1979
2,measure,0.003570772125329346,d1_1969-1979
2,results,0.0034172966622482872,d1_1969-1979
3,reading,0.02104482072286198,d1_1969-1979
3,education,0.007682852065788466,d1_1969-1979
3,learning,0.007478489715798681,d1_1969-1979
3,research,0.006738899418926175,d1_1969-1979
3,program,0.005847441706421119,d1_1969-1979
3,school,0.005497032381451669,d1_1969-1979
3,teacher,0.004976007564273663,d1_1969-1979
3,adult,0.004973720481686827,d1_1969-1979
3,read,0.004574278138690321,d1_1969-1979
3,educational,0.004464426235212162,d1_1969-1979
3,materials,0.003895216737676716,d1_1969-1979
