topic,term,beta,decade
1,cloze,0.019242608734399706,d2_1980-1989
1,reading,0.013041032554913819,d2_1980-1989
1,subjects,0.010283127032441695,d2_1980-1989
1,words,0.00965617635366459,d2_1980-1989
1,test,0.009275551752063255,d2_1980-1989
1,study,0.0076731278940483155,d2_1980-1989
1,word,0.007458422610993273,d2_1980-1989
1,performance,0.006033870513198203,d2_1980-1989
1,passage,0.005865300776228015,d2_1980-1989
1,sentence,0.0057632983558321355,d2_1980-1989
1,items,0.005677147296845724,d2_1980-1989
1,results,0.0053148740956420635,d2_1980-1989
1,comprehension,0.005127253468324001,d2_1980-1989
1,responses,0.005116400598804094,d2_1980-1989
1,task,0.004410818854516075,d2_1980-1989
1,sentences,0.004332868184942794,d2_1980-1989
1,tests,0.004019538790112674,d2_1980-1989
1,readers,0.004004183439985746,d2_1980-1989
1,correct,0.0038871299961612364,d2_1980-1989
1,scores,0.0037788773455406863,d2_1980-1989
1,item,0.0037683587197550185,d2_1980-1989
1,type,0.0037309591076036402,d2_1980-1989
1,response,0.0036711579950422916,d2_1980-1989
1,time,0.003461050983640624,d2_1980-1989
1,students,0.003458028735416857,d2_1980-1989
1,significant,0.0033547513819306134,d2_1980-1989
1,procedure,0.003280380660796421,d2_1980-1989
1,information,0.003191779185439838,d2_1980-1989
1,analysis,0.003156439851032586,d2_1980-1989
1,form,0.0030680537806622057,d2_1980-1989
2,reading,0.01596222086838789,d2_1980-1989
2,research,0.011700486983024942,d2_1980-1989
2,language,0.008262656312538513,d2_1980-1989
2,literacy,0.007117606378549036,d2_1980-1989
2,children,0.006852334513828081,d2_1980-1989
2,social,0.006447130638542738,d2_1980-1989
2,school,0.0061768792781001025,d2_1980-1989
2,classroom,0.006144794339503654,d2_1980-1989
2,teachers,0.006035670190786108,d2_1980-1989
2,learning,0.0058790678621773625,d2_1980-1989
2,teacher,0.005252791928349565,d2_1980-1989
2,education,0.0044720274948145755,d2_1980-1989
2,instruction,0.004120635618203049,d2_1980-1989
2,teaching,0.004090490830129267,d2_1980-1989
2,process,0.004080191464663912,d2_1980-1989
2,students,0.004014098566854855,d2_1980-1989
2,knowledge,0.003819924688819023,d2_1980-1989
2,writing,0.00373514183286383,d2_1980-1989
2,events,0.0036193468595956506,d2_1980-1989
2,educational,0.003438881723234607,d2_1980-1989
2,data,0.003187315401942036,d2_1980-1989
2,own,0.0029007387727187084,d2_1980-1989
2,university,0.0028863604640209533,d2_1980-1989
2,study,0.0028623265195003946,d2_1980-1989
2,interaction,0.0028592189087786727,d2_1980-1989
2,context,0.0028547667959384682,d2_1980-1989
2,studies,0.002817919302543423,d2_1980-1989
2,researchers,0.002705097159591072,d2_1980-1989
2,cultural,0.0026924685461910697,d2_1980-1989
2,program,0.0026738614914956667,d2_1980-1989
3,reading,0.02355618174486247,d2_1980-1989
3,students,0.014161827655050733,d2_1980-1989
3,comprehension,0.011868318541416784,d2_1980-1989
3,strategies,0.011728130489772377,d2_1980-1989
3,strategy,0.010535636595535117,d2_1980-1989
3,readers,0.009253077461651488,d2_1980-1989
3,training,0.009124718678394065,d2_1980-1989
3,research,0.008780078897870995,d2_1980-1989
3,study,0.008427091338546737,d2_1980-1989
3,questions,0.006912776025564443,d2_1980-1989
3,self,0.006846719776387501,d2_1980-1989
3,children,0.006842190406862753,d2_1980-1989
3,subjects,0.0066890488722402665,d2_1980-1989
3,learning,0.0066370295509566805,d2_1980-1989
3,task,0.006419116359636435,d2_1980-1989
3,performance,0.005895385449680286,d2_1980-1989
3,text,0.005755855256672908,d2_1980-1989
3,ability,0.005535559518174543,d2_1980-1989
3,test,0.004967473833401866,d2_1980-1989
3,monitoring,0.004786425698667102,d2_1980-1989
3,instruction,0.004582449313235617,d2_1980-1989
3,metacognitive,0.004568014335536751,d2_1980-1989
3,control,0.004365551798776475,d2_1980-1989
3,awareness,0.004301795507270496,d2_1980-1989
3,brown,0.0041370545543174195,d2_1980-1989
3,question,0.003935150456522914,d2_1980-1989
3,read,0.0038898752896363784,d2_1980-1989
3,verbal,0.003846941492844588,d2_1980-1989
3,measures,0.003823545026812488,d2_1980-1989
3,information,0.0038165307814703037,d2_1980-1989
4,words,0.039145566728862165,d2_1980-1989
4,word,0.03401001899769466,d2_1980-1989
4,reading,0.011160432398343443,d2_1980-1989
4,letter,0.009411608040500837,d2_1980-1989
4,vocabulary,0.008656005016178052,d2_1980-1989
4,frequency,0.00806366979216836,d2_1980-1989
4,children,0.007483787263542137,d2_1980-1989
4,context,0.006698773695723373,d2_1980-1989
4,subjects,0.006139173771682702,d2_1980-1989
4,learning,0.005902025204913451,d2_1980-1989
4,readers,0.005417368704465667,d2_1980-1989
4,recognition,0.0053500569463021536,d2_1980-1989
4,letters,0.005257197406497594,d2_1980-1989
4,orthographic,0.004990277274758729,d2_1980-1989
4,sound,0.004736030689382426,d2_1980-1989
4,ability,0.004630082603791683,d2_1980-1989
4,instruction,0.004560207166544582,d2_1980-1989
4,knowledge,0.004524842167922355,d2_1980-1989
4,read,0.004356903777957357,d2_1980-1989
4,study,0.004316869328519972,d2_1980-1989
4,spelling,0.004242770662413717,d2_1980-1989
4,task,0.004131420729636447,d2_1980-1989
4,test,0.003773741532930464,d2_1980-1989
4,grade,0.0036996152596650723,d2_1980-1989
4,experimental,0.003556950213202883,d2_1980-1989
4,meaning,0.003392927428524871,d2_1980-1989
4,taught,0.003329890259700115,d2_1980-1989
4,structure,0.00322178715899569,d2_1980-1989
4,information,0.003199888401213381,d2_1980-1989
4,time,0.003006352904389304,d2_1980-1989
5,text,0.02111490930295283,d2_1980-1989
5,recall,0.01965962389998516,d2_1980-1989
5,passage,0.01316397379754353,d2_1980-1989
5,readers,0.011836025732058041,d2_1980-1989
5,reading,0.011764293282028153,d2_1980-1989
5,comprehension,0.01132282684926578,d2_1980-1989
5,subjects,0.011307389231594559,d2_1980-1989
5,questions,0.010714680538338019,d2_1980-1989
5,information,0.009914520720252045,d2_1980-1989
5,knowledge,0.00961887871596697,d2_1980-1989
5,structure,0.007817989157895468,d2_1980-1989
5,level,0.006302490924950524,d2_1980-1989
5,passages,0.006127134503753151,d2_1980-1989
5,memory,0.005865034321593805,d2_1980-1989
5,study,0.005815490352635788,d2_1980-1989
5,prior,0.005246478170367991,d2_1980-1989
5,results,0.005074465370410773,d2_1980-1989
5,importance,0.00503251473005744,d2_1980-1989
5,test,0.005010433994835663,d2_1980-1989
5,recalled,0.004637035065608611,d2_1980-1989
5,condition,0.004618349471404825,d2_1980-1989
5,effect,0.004547116161607989,d2_1980-1989
5,significant,0.004442858007372712,d2_1980-1989
5,processing,0.004413577234237162,d2_1980-1989
5,effects,0.004334224728482211,d2_1980-1989
5,idea,0.004288174537705793,d2_1980-1989
5,prose,0.004242587196600543,d2_1980-1989
5,question,0.00421350858522161,d2_1980-1989
5,analysis,0.004065848122867447,d2_1980-1989
5,poor,0.004038227159163641,d2_1980-1989
6,students,0.021095890579259962,d2_1980-1989
6,text,0.01937271988659999,d2_1980-1989
6,main,0.013878312457867258,d2_1980-1989
6,reading,0.012619518692844708,d2_1980-1989
6,idea,0.010240750845393736,d2_1980-1989
6,ideas,0.009682842297157263,d2_1980-1989
6,study,0.00874469482404452,d2_1980-1989
6,passage,0.007720934253693953,d2_1980-1989
6,information,0.007707735821752993,d2_1980-1989
6,comprehension,0.006442388470216554,d2_1980-1989
6,topic,0.006148092086876117,d2_1980-1989
6,passages,0.006028005037674877,d2_1980-1989
6,subjects,0.005530346403072505,d2_1980-1989
6,test,0.005344178733794453,d2_1980-1989
6,content,0.004809489350808416,d2_1980-1989
6,research,0.004746921864608399,d2_1980-1989
6,questions,0.004726587319162082,d2_1980-1989
6,learning,0.004642388739311972,d2_1980-1989
6,texts,0.004434241437989541,d2_1980-1989
6,writing,0.004385750444376481,d2_1980-1989
6,read,0.004306707395381125,d2_1980-1989
6,studies,0.004095002889516275,d2_1980-1989
6,paragraph,0.0038290276462973165,d2_1980-1989
6,sentence,0.0034578408969730377,d2_1980-1989
6,structure,0.0034539435914321755,d2_1980-1989
6,instruction,0.0034468700773186783,d2_1980-1989
6,recall,0.003306360323270037,d2_1980-1989
6,grade,0.00303021492972376,d2_1980-1989
6,paragraphs,0.0030002606475721906,d2_1980-1989
6,knowledge,0.0029287387152173326,d2_1980-1989
7,reading,0.05322123763779196,d2_1980-1989
7,students,0.014626836129900416,d2_1980-1989
7,test,0.012610627581038144,d2_1980-1989
7,comprehension,0.010081069080398694,d2_1980-1989
7,grade,0.009370117568463659,d2_1980-1989
7,study,0.007670897740153855,d2_1980-1989
7,tests,0.0067204249834570675,d2_1980-1989
7,level,0.006674551665126036,d2_1980-1989
7,research,0.006580638755121337,d2_1980-1989
7,scores,0.005954483885925478,d2_1980-1989
7,achievement,0.005789126043844014,d2_1980-1989
7,ability,0.005725980050802406,d2_1980-1989
7,school,0.005391497120873236,d2_1980-1989
7,results,0.00514582170596485,d2_1980-1989
7,oral,0.004994121107324775,d2_1980-1989
7,read,0.0046834323475499,d2_1980-1989
7,instruction,0.004138415401146318,d2_1980-1989
7,model,0.0036204558427410005,d2_1980-1989
7,imagery,0.0036190538057393,d2_1980-1989
7,development,0.0035762855795317193,d2_1980-1989
7,significant,0.003475891006508037,d2_1980-1989
7,information,0.0034604473113333946,d2_1980-1989
7,testing,0.0034093048490866024,d2_1980-1989
7,differences,0.003374489286759325,d2_1980-1989
7,student,0.003363066963332242,d2_1980-1989
7,skills,0.003323418516670166,d2_1980-1989
7,university,0.0032357110940839325,d2_1980-1989
7,knowledge,0.0031309553765844194,d2_1980-1989
7,low,0.003129257049485373,d2_1980-1989
7,learning,0.003065694025600122,d2_1980-1989
8,teachers,0.03004855319993908,d2_1980-1989
8,teacher,0.02920295679891656,d2_1980-1989
8,reading,0.02845546873060502,d2_1980-1989
8,students,0.022623547027143406,d2_1980-1989
8,instruction,0.014329476348809341,d2_1980-1989
8,student,0.01173909007356531,d2_1980-1989
8,classroom,0.008933933580941977,d2_1980-1989
8,instructional,0.008379731204790417,d2_1980-1989
8,teaching,0.00837274192255744,d2_1980-1989
8,questions,0.0077466117850036,d2_1980-1989
8,study,0.007657198322741021,d2_1980-1989
8,research,0.006896934650011643,d2_1980-1989
8,time,0.006590617292536679,d2_1980-1989
8,writing,0.005668884480100872,d2_1980-1989
8,content,0.005438073851946748,d2_1980-1989
8,lessons,0.005154761236654944,d2_1980-1989
8,grade,0.005066843103474958,d2_1980-1989
8,basal,0.004656765353783253,d2_1980-1989
8,responses,0.00434053043663349,d2_1980-1989
8,lesson,0.004322702946357604,d2_1980-1989
8,comprehension,0.0042495577264641945,d2_1980-1989
8,based,0.003924478067248575,d2_1980-1989
8,school,0.0036685628144500293,d2_1980-1989
8,materials,0.003586577739261573,d2_1980-1989
8,class,0.0034086265040986687,d2_1980-1989
8,data,0.0033579348373732523,d2_1980-1989
8,question,0.003273928894509939,d2_1980-1989
8,text,0.0032494869314130233,d2_1980-1989
8,response,0.003175005836453553,d2_1980-1989
8,analysis,0.003173875595287066,d2_1980-1989
9,children,0.03250353164976187,d2_1980-1989
9,reading,0.021008949701358977,d2_1980-1989
9,language,0.01245210818671084,d2_1980-1989
9,print,0.01231223584770598,d2_1980-1989
9,read,0.012120887178799994,d2_1980-1989
9,child,0.01141793484565794,d2_1980-1989
9,writing,0.011352679798875963,d2_1980-1989
9,literacy,0.010786790665962092,d2_1980-1989
9,written,0.00884901614379934,d2_1980-1989
9,word,0.008679098361532207,d2_1980-1989
9,words,0.007619842534409749,d2_1980-1989
9,study,0.006911294966166194,d2_1980-1989
9,subjects,0.005998258913451875,d2_1980-1989
9,awareness,0.0059804606967672844,d2_1980-1989
9,knowledge,0.005545805394855349,d2_1980-1989
9,research,0.005442022296653692,d2_1980-1989
9,text,0.005148739842750043,d2_1980-1989
9,development,0.005080839089831374,d2_1980-1989
9,letter,0.004860966014627268,d2_1980-1989
9,letters,0.004380092958632991,d2_1980-1989
9,book,0.004175071953350913,d2_1980-1989
9,responses,0.004098346253591084,d2_1980-1989
9,books,0.003942451392441947,d2_1980-1989
9,readers,0.003918340426415587,d2_1980-1989
9,learning,0.003467411998217825,d2_1980-1989
9,task,0.003367260113847695,d2_1980-1989
9,tasks,0.003364507630006149,d2_1980-1989
9,questions,0.003339284065714172,d2_1980-1989
9,story,0.003143632048344209,d2_1980-1989
9,school,0.0030225809385637363,d2_1980-1989
10,reading,0.015971123004288896,d2_1980-1989
10,knowledge,0.009974604684610894,d2_1980-1989
10,research,0.009854546272618019,d2_1980-1989
10,vocabulary,0.00840316389046075,d2_1980-1989
10,literacy,0.007981955686351148,d2_1980-1989
10,students,0.00775086384546588,d2_1980-1989
10,study,0.006915201154201547,d2_1980-1989
10,comprehension,0.005459371142861587,d2_1980-1989
10,prior,0.005095933226014593,d2_1980-1989
10,learning,0.004910964347920411,d2_1980-1989
10,children,0.004902193134764059,d2_1980-1989
10,information,0.00432728399314132,d2_1980-1989
10,instruction,0.0040048230286287055,d2_1980-1989
10,education,0.0038310434504047197,d2_1980-1989
10,adult,0.0038260336690359603,d2_1980-1989
10,design,0.0036355856249893057,d2_1980-1989
10,level,0.003586970988261624,d2_1980-1989
10,studies,0.0033481227298979804,d2_1980-1989
